subset,mean,total,pct,nd
Non-profit,0.9655621402582231,7.293123380021174,0.1323935013773783,6.327561239762951
University/College degree,1.2783097679590674,8.051547291448196,0.1587657280876684,6.773237523489129
Tech,5.592591721542804,12.076340545625587,0.46310318100201375,6.483748824082784
