name,groupName,subGroupName,count,score,digital_assign,pct,lv.mod
Application server software,Technologies,Application server software,11,20.99039180464389,1,0.025870178739416747,Software/Product Development skills
Application servers,Technologies,Operating system software,164,36.28976367409353,1,0.3857008466603951,Software/Product Development skills
Arabic language,Social-Emotional Skills,Languages,19,206.84084452595903,0,0.044684854186265284,NA
Architectural templates,Tools and Equipment,Miscellaneous or unclassified,2,27.59266271559839,1,0.004703668861712135,Software/Product Development skills
Archon,Technologies,Data base user interface and query software,1,20.3964021615472,1,0.0023518344308560675,Workforce digital skills
Articulate Storyline,Technologies,Computer based training software,16,96.30614547700137,1,0.03762935089369708,Design and Marketing skills
Artificial Intelligence (AI),Technologies,Artificial Intelligence,3261,146.8874113825994,1,7.669332079021637,Software/Product Development skills
Artificial intelligence software,Technologies,Industrial control software,243,75.08604436401824,1,0.5714957666980245,Software/Product Development skills
ASIC (Application-specific integrated circuit),Technologies,Computer Hardware,27,233.52482101018282,1,0.06349952963311382,Software/Product Development skills
Assembla,Technologies,Project management software,1,10.1726057906459,1,0.0023518344308560675,Software/Product Development skills
Assessment software,Technologies,Analytical or scientific software,3,104.75667430724702,1,0.007055503292568203,Industrial Modelling and Geospatial Software skills
Asset Integrity,Occupational Skills,Business planning and operations,5,236.80898104387788,0,0.011759172154280339,NA
Asset Management,Occupational Skills,Business planning and operations,198,127.14729445268729,0,0.4656632173095014,NA
Asset management software,Technologies,Inventory management software,14,137.92666889622828,1,0.03292568203198495,Workforce digital skills
Atlassian Bamboo,Technologies,Enterprise application integration software,2,5.49230769230769,1,0.004703668861712135,Software/Product Development skills
Atlassian Confluence,Technologies,Project management software,1221,69.04080568768256,1,2.871589840075259,Software/Product Development skills
Atlassian JIRA,Technologies,Content workflow software,2533,58.945043609778324,1,5.95719661335842,Software/Product Development skills
Attention to Detail,Social-Emotional Skills,Personal qualities,9181,232.98562646040637,0,21.592191909689557,NA
Audacity,Technologies,Music or sound editing software,8,127.42346890205044,1,0.01881467544684854,Design and Marketing skills
Audio amplifiers,Tools and Equipment,Miscellaneous or unclassified,3,56.64474809953553,1,0.007055503292568203,Cybersecurity and System Infrastructure skills
Auditing,Occupational Skills,Corporate finance and accounting,464,149.9962682121547,0,1.0912511759172154,NA
Auditing software,Technologies,Financial analysis software,13,147.15942217104404,1,0.030573847601128884,Industrial Modelling and Geospatial Software skills
Augmented Reality,Technologies,Graphics or photo imaging software,48,116.99665257430239,1,0.11288805268109124,Design and Marketing skills
Autodesk 3ds Max,Technologies,Video creation and editing software,5,67.94334054053216,1,0.011759172154280339,Design and Marketing skills
Autodesk AutoCAD,Technologies,Computer aided design CAD software,422,93.50464530380013,1,0.9924741298212606,Industrial Modelling and Geospatial Software skills
Autodesk AutoCAD Civil 3D,Technologies,Computer aided design CAD software,4,91.35971747082881,1,0.00940733772342427,Industrial Modelling and Geospatial Software skills
Autodesk AutoCAD LT,Technologies,Computer aided design CAD software,1,73.89799801071688,1,0.0023518344308560675,Industrial Modelling and Geospatial Software skills
Autodesk Combustion,Technologies,Graphics or photo imaging software,13,212.11470922542972,1,0.030573847601128884,Workforce digital skills
Autodesk Fusion 360,Technologies,Computer aided manufacturing CAM software,5,160.0517574580524,1,0.011759172154280339,Industrial Modelling and Geospatial Software skills
Autodesk Maya,Technologies,Graphics or photo imaging software,7,38.554068579534785,1,0.016462841015992474,Design and Marketing skills
Autodesk Revit,Technologies,Computer aided design CAD software,110,80.29661052131584,1,0.2587017873941675,Industrial Modelling and Geospatial Software skills
Autodesk VIZ,Technologies,Computer aided design CAD software,2,252.2528048840234,1,0.004703668861712135,Software/Product Development skills
Automatic control systems,Tools and Equipment,Miscellaneous or unclassified,1,108.88851409477155,0,0.0023518344308560675,NA
Automation,Occupational Skills,Manufacturing,3122,99.77440268749437,1,7.342427093132644,Software/Product Development skills
Automation Studio,Technologies,Analytical or scientific software,4,98.642029596929,1,0.00940733772342427,Workforce digital skills
Autotask,Technologies,Enterprise resource planning ERP software,4,92.63834259273884,1,0.00940733772342427,Cybersecurity and System Infrastructure skills
Avid Technology,Technologies,Video creation and editing software,1,112.91378785301755,1,0.0023518344308560675,Software/Product Development skills
AWK,Technologies,Development environment software,11,44.814228348964285,1,0.025870178739416747,Software/Product Development skills
AWS Redshift,Technologies,Data base user interface and query software,157,25.38860455688793,1,0.3692380056444026,Software/Product Development skills
Backup servers,Technologies,Backup or archival software,44,44.441256127887556,1,0.10348071495766699,Cybersecurity and System Infrastructure skills
Balance scales,Tools and Equipment,Office and business operations,2,218.40051693143312,0,0.004703668861712135,NA
Barcode printers,Tools and Equipment,Miscellaneous or unclassified,2,91.41824111661825,0,0.004703668861712135,Cybersecurity and System Infrastructure skills
Base radios,Tools and Equipment,Miscellaneous or unclassified,2,13.125,1,0.004703668861712135,NA
Base station radios,Tools and Equipment,Miscellaneous or unclassified,4,10.1902037748455,1,0.00940733772342427,Cybersecurity and System Infrastructure skills
Bash,Technologies,Operating system software,612,34.040887787071824,1,1.4393226716839136,Software/Product Development skills
Battery analyzers,Tools and Equipment,Miscellaneous or unclassified,2,71.41987752930864,1,0.004703668861712135,Workforce digital skills
Battery chargers,Tools and Equipment,Miscellaneous or unclassified,8,116.59981942127293,0,0.01881467544684854,NA
Behavior-Driven Development (BDD),Occupational Skills,Software and web development,211,27.751034788694735,1,0.4962370649106303,Software/Product Development skills
Bentley MicroStation,Technologies,Computer aided design CAD software,58,78.68509141436344,1,0.13640639698965193,Industrial Modelling and Geospatial Software skills
Bentley OpenRoads Designer,Technologies,Computer aided design CAD software,1,147.54767880371557,1,0.0023518344308560675,Industrial Modelling and Geospatial Software skills
Big Data,Technologies,Big Data,1333,48.457173306082225,1,3.1349952963311383,Software/Product Development skills
Bilingual,Social-Emotional Skills,Languages,3616,198.49589827179202,0,8.50423330197554,NA
Billing software,Technologies,Accounting software,4,162.72141266245058,1,0.00940733772342427,Workforce digital skills
Bioinformatics databases,Technologies,Data base user interface and query software,1,15.7202010050251,1,0.0023518344308560675,Software/Product Development skills
Biotechnology,Occupational Skills,Manufacturing,77,94.95607225592404,1,0.1810912511759172,Cybersecurity and System Infrastructure skills
Blackbaud CRM,Technologies,Customer relationship management CRM software,5,125.90459903045655,1,0.011759172154280339,Workforce digital skills
BlackBerry Enterprise Server,Technologies,Operating system software,8,7.918210339215349,1,0.01881467544684854,Cybersecurity and System Infrastructure skills
Blackboard,Technologies,Data base user interface and query software,11,137.91409744307458,1,0.025870178739416747,Workforce digital skills
Blockchain,Technologies,Storage networking software,232,88.20723502614278,1,0.5456255879586077,Software/Product Development skills
Bloomberg,Technologies,Financial analysis software,47,197.13403037483351,1,0.11053621825023519,Software/Product Development skills
Blueprint Reading,Occupational Skills,Facilities maintenance and design,711,294.80396136983285,0,1.6721542803386642,NA
BMC PATROL,Technologies,Network monitoring software,1,5.38461538461538,1,0.0023518344308560675,Cybersecurity and System Infrastructure skills
Boilers,Tools and Equipment,Building and facilities,10,294.8801047053884,0,0.023518344308560677,NA
Bolsters,Tools and Equipment,Miscellaneous or unclassified,3,217.037982832346,0,0.007055503292568203,NA
BOMA BEST,Occupational Skills,Environmental and social sustainability,3,168.9781265151355,0,0.007055503292568203,NA
Boom lifts,Tools and Equipment,Lifting equipment,5,314.93990039317265,0,0.011759172154280339,NA
Border Gateway Protocol BGP,Technologies,Switch or router software,4,5.38461538461538,1,0.00940733772342427,Cybersecurity and System Infrastructure skills
Boring machines,Tools and Equipment,Industrial manufacturing,1,226.78329935595977,0,0.0023518344308560675,NA
Bourne Shell,Technologies,Operating system software,4,21.959297604520188,1,0.00940733772342427,Software/Product Development skills
Bucket trucks,Tools and Equipment,Building and facilities,16,241.91189464322818,0,0.03762935089369708,NA
Budgeting,Occupational Skills,Corporate finance and accounting,3070,166.9478727118111,0,7.2201317027281275,NA
Bugzilla,Technologies,Program testing software,13,70.52296780875912,1,0.030573847601128884,Software/Product Development skills
Building automation software,Technologies,Industrial control software,1,206.53453905155527,1,0.0023518344308560675,Workforce digital skills
Building Automation Systems (BAS),Occupational Skills,Facilities maintenance and design,7,240.26291965504223,1,0.016462841015992474,Workforce digital skills
Building Information Modeling (BIM),Occupational Skills,Facilities maintenance and design,62,82.43536680538186,0,0.1458137347130762,Industrial Modelling and Geospatial Software skills
Bulk carriers,Tools and Equipment,Miscellaneous or unclassified,2,228.46868754313863,0,0.004703668861712135,NA
Business-to-Business (B2B),Occupational Skills,"Sales, marketing and communications",215,147.66161652523508,0,0.5056444026340545,NA
Business-to-Consumer (B2C),Occupational Skills,"Sales, marketing and communications",116,124.28571863029468,0,0.27281279397930386,NA
Business Analysis,Occupational Skills,Business analysis,1261,62.2010967213015,1,2.965663217309501,Software/Product Development skills
Business analysis software,Technologies,Analytical or scientific software,2,40.14141644130232,1,0.004703668861712135,Software/Product Development skills
Business Development,Occupational Skills,"Sales, marketing and communications",14,143.32754554236382,0,0.03292568203198495,NA
Business Intelligence,Occupational Skills,Business analysis,1919,63.305502623378125,1,4.513170272812794,NA
Business intelligence software,Technologies,Business intelligence and data analysis software,20,77.23345472518734,1,0.047036688617121354,Software/Product Development skills
Business management software,Technologies,Data base user interface and query software,7,140.2424595367392,1,0.016462841015992474,Workforce digital skills
Business performance management BPM software,Technologies,Enterprise resource planning ERP software,3,45.617846001487734,1,0.007055503292568203,Software/Product Development skills
Business Planning,Occupational Skills,Business planning and operations,224,135.43236617917532,0,0.5268109125117592,NA
Business Process,Occupational Skills,Business planning and operations,1317,78.93479792876583,0,3.097365945437441,NA
Business process management BPM software,Technologies,Enterprise resource planning ERP software,7,50.68286009850408,1,0.016462841015992474,Software/Product Development skills
Business software applications,Technologies,Office suite software,6,166.23685345033485,1,0.014111006585136405,Workforce digital skills
Business Strategy,Occupational Skills,Business planning and operations,446,124.14045854639649,0,1.0489181561618062,NA
Business Systems Analysis,Occupational Skills,Business analysis,2178,31.504194300360595,1,5.122295390404515,Software/Product Development skills
Business Valuation,Occupational Skills,Corporate finance and accounting,6,100.71764743729273,0,0.014111006585136405,NA
C shell,Technologies,Operating system software,6,41.36648807431641,1,0.014111006585136405,Software/Product Development skills
C#,Technologies,Object or component oriented development software,2342,21.94632409606908,1,5.50799623706491,Software/Product Development skills
C++,Technologies,Object or component oriented development software,1457,32.64662831136568,1,3.426622765757291,Software/Product Development skills
CA Easytrieve Report Generator,Technologies,Manufacturing execution system MES software,6,30.068639475235717,1,0.014111006585136405,Software/Product Development skills
Cable cutters,Tools and Equipment,Miscellaneous or unclassified,2,132.8044406512027,0,0.004703668861712135,NA
Cable reels,Tools and Equipment,Miscellaneous or unclassified,10,175.12429807961507,0,0.023518344308560677,NA
Cable testers,Tools and Equipment,Miscellaneous or unclassified,4,11.65760188742275,1,0.00940733772342427,Cybersecurity and System Infrastructure skills
Cadence OrCAD,Technologies,Computer aided design CAD software,4,3.38931297709924,1,0.00940733772342427,Software/Product Development skills
CADNX,Technologies,Computer aided design CAD software,3,79.61779062340922,1,0.007055503292568203,Industrial Modelling and Geospatial Software skills
Calendar software,Technologies,Calendar and scheduling software,2,168.42213040300908,1,0.004703668861712135,Workforce digital skills
Calipers,Tools and Equipment,Mechanical and plumbing,8,258.8358303707628,0,0.01881467544684854,NA
Call-processing language CPL,Technologies,Development environment software,10,82.76310817665404,1,0.023518344308560677,Software/Product Development skills
Call center software,Technologies,Helpdesk or call center software,1,100.54251647526749,1,0.0023518344308560675,Workforce digital skills
Cantonese language,Social-Emotional Skills,Languages,29,240.35839740016146,0,0.06820319849482596,NA
Capacity planning,Occupational Skills,Business planning and operations,492,101.9032544533026,0,1.1571025399811852,NA
Carbon capture and storage,Occupational Skills,Environmental and social sustainability,26,159.61458091915296,0,0.06114769520225777,NA
Card readers,Tools and Equipment,Miscellaneous or unclassified,1,117.51532997567287,0,0.0023518344308560675,NA
Carousels,Tools and Equipment,Miscellaneous or unclassified,1,218.65498550225226,0,0.0023518344308560675,NA
Cartography,Occupational Skills,Natural sciences,86,79.83936957956001,0,0.2022577610536218,NA
Cascading Style Sheets (CSS),Technologies,Web platform development software,11598,82.15253522539017,1,27.276575729068675,Software/Product Development skills
Case management software,Technologies,Medical software,13,160.735640433651,1,0.030573847601128884,Software/Product Development skills
Cash handling,Occupational Skills,Retail trade,1,254.95930912741017,0,0.0023518344308560675,NA
Cash registers,Tools and Equipment,Office and business operations,17,294.7270050103661,0,0.03998118532455315,NA
Caterpillar Command,Technologies,Industrial control software,3,3.34883720930233,1,0.007055503292568203,Cybersecurity and System Infrastructure skills
Catheters,Tools and Equipment,Medical and dental,2,201.88158642835532,0,0.004703668861712135,NA
CATIA,Technologies,Computer aided design CAD software,21,91.21451107712174,1,0.049388523047977424,Industrial Modelling and Geospatial Software skills
CATIA V5,Technologies,Computer aided design CAD software,2,74.79603519040698,1,0.004703668861712135,Industrial Modelling and Geospatial Software skills
Centrifuges,Tools and Equipment,Mechanical and plumbing,1,163.91302834944153,0,0.0023518344308560675,NA
Ceridian,Technologies,Human resources software,43,180.01620738046734,1,0.1011288805268109,Workforce digital skills
Cerner Millennium,Technologies,Medical software,30,91.35912111099712,1,0.07055503292568203,Cybersecurity and System Infrastructure skills
Cerner PowerChart,Technologies,Medical software,1,157.21937412789416,1,0.0023518344308560675,Workforce digital skills
CG / Computer Graphics,Technologies,Graphics or photo imaging software,54,89.31857437409123,1,0.12699905926622765,Design and Marketing skills
Chain slings,Tools and Equipment,Miscellaneous or unclassified,1,306.7818995526937,0,0.0023518344308560675,NA
Chainsaws,Tools and Equipment,Forestry and agriculture,3,357.71605695663675,0,0.007055503292568203,NA
Change Management,Occupational Skills,Business planning and operations,2656,118.55242858417947,0,6.246472248353716,NA
Channel banks,Tools and Equipment,Miscellaneous or unclassified,6,10.1902037748455,1,0.014111006585136405,Cybersecurity and System Infrastructure skills
Charting software,Technologies,Charting software,3,286.89316012029593,1,0.007055503292568203,Design and Marketing skills
Check Point Next Generation Firewalls (NGFW),Technologies,Network security and virtual private network VPN equipment software,58,51.936316307413,1,0.13640639698965193,Cybersecurity and System Infrastructure skills
Check Point Next Generation Secure Web Gateway,Technologies,Transaction security and virus protection software,1,3.38931297709924,1,0.0023518344308560675,Software/Product Development skills
Chemical mechanical polishing CMP systems,Tools and Equipment,Miscellaneous or unclassified,1,273.35163678720363,0,0.0023518344308560675,NA
Chinese language,Social-Emotional Skills,Languages,5,210.33391350889613,0,0.011759172154280339,NA
Chinois,Tools and Equipment,Kitchen equipment,8,220.82075449235938,0,0.01881467544684854,NA
Chip design software,Technologies,Computer aided design CAD software,2,102.2149271645405,1,0.004703668861712135,Software/Product Development skills
Circuit breakers,Tools and Equipment,Electrical and electronics,20,178.86316887734247,0,0.047036688617121354,NA
Circuit simulation software,Technologies,Analytical or scientific software,1,12.485549132948,1,0.0023518344308560675,Industrial Modelling and Geospatial Software skills
Circuit testers,Tools and Equipment,Miscellaneous or unclassified,8,25.0032353105086,1,0.01881467544684854,Software/Product Development skills
Cisco,Technologies,Networking and telecommunications,1275,49.89742906600939,1,2.9985888993414864,Cybersecurity and System Infrastructure skills
Cisco AnyConnect,Technologies,Access software,9,35.620474403899316,1,0.02116650987770461,Cybersecurity and System Infrastructure skills
Cisco Systems VPN Client,Technologies,Network security or virtual private network VPN management software,5,55.66506390292655,1,0.011759172154280339,Cybersecurity and System Infrastructure skills
Cisco Systems WebEx,Technologies,Video conferencing software,47,134.45904527682399,1,0.11053621825023519,Workforce digital skills
Citrix,Technologies,Access software,334,63.09816101995818,1,0.7855126999059266,Cybersecurity and System Infrastructure skills
Citrix GoToMeeting,Technologies,Video conferencing software,2,120.39198602326357,1,0.004703668861712135,Cybersecurity and System Infrastructure skills
Citrix XenApp,Technologies,Application server software,58,12.202455369775391,1,0.13640639698965193,Cybersecurity and System Infrastructure skills
CityWorks,Technologies,Enterprise resource planning ERP software,7,148.31240283094579,1,0.016462841015992474,Industrial Modelling and Geospatial Software skills
Clarizen,Technologies,Project management software,2,124.24959178048202,1,0.004703668861712135,Cybersecurity and System Infrastructure skills
