name,groupName,subGroupName,count,m,score,digital_assign,pct,lv.mod
Customer Service,Occupational Skills,Customer service,11974,210.97849437951646,241.72897600730806,0,14.57098701583168,NA
Cutting machines,Tools and Equipment,Industrial manufacturing,5,233.4526408492356,301.8698814754042,0,0.0060844275162149995,NA
Cybersecurity,Occupational Skills,IT infrastructure and cybersecurity,127,94.83915177767476,70.28595740073342,1,0.15454445891186097,Cybersecurity and System Infrastructure skills
Cycle counting,Occupational Skills,Warehousing,12,305.048384512788,225.82594475474588,0,0.014602626038916,NA
Cyclotrons,Tools and Equipment,Miscellaneous or unclassified,4,19.9672942340771,203.8382637405942,0,0.004867542012971999,NA
Data acquisition systems,Technologies,Analytical or scientific software,6,41.9485357186619,121.16284256128759,1,0.007301313019458,Industrial Modelling and Geospatial Software skills
Data Analysis,Occupational Skills,Analysis and research,2314,121.75943698646373,129.10596616878374,0,2.815873054504302,NA
Data analysis software,Technologies,Analytical or scientific software,29,105.45877935074984,79.59929054972903,1,0.035289679594046997,Design and Marketing skills
Data entry,Occupational Skills,Administrative,1336,192.54512228162238,181.04523665691477,0,1.6257590323326478,NA
Data entry software,Technologies,Data base user interface and query software,4,25.6421651828983,140.83895959014032,1,0.004867542012971999,Workforce digital skills
Data input software,Technologies,Data base user interface and query software,2,NA,164.73044721930387,1,0.0024337710064859996,Workforce digital skills
Data loggers,Tools and Equipment,Information Technology and telecommunications,1,NA,108.56850624017208,1,0.0012168855032429998,Workforce digital skills
Data management software,Technologies,Data base user interface and query software,55,147.23925036758106,131.16099058031702,1,0.066928702678365,Workforce digital skills
Data mining software,Technologies,Data mining software,1,88.5817039218096,78.66191805734168,1,0.0012168855032429998,Software/Product Development skills
Data Replication,Technologies,Data base management system software,17,79.80360468821603,34.37718286560129,1,0.020687053555130997,Software/Product Development skills
Data visualization software,Technologies,Analytical or scientific software,15,77.13085001724255,52.68225393707214,1,0.018253282548644997,Design and Marketing skills
Database management software,Technologies,Data base management system software,46,224.41596711601775,146.89338329262543,1,0.055976733149178,Workforce digital skills
Database management systems,Technologies,Data base management system software,54,90.76672052974402,40.654206958976026,1,0.06571181717512199,Software/Product Development skills
Database software,Technologies,Data base user interface and query software,253,198.4252708803485,140.04189864797084,1,0.307872032320479,Workforce digital skills
Datatel Colleague,Technologies,Enterprise resource planning ERP software,5,66.98815358440173,129.57859171271116,1,0.0060844275162149995,Workforce digital skills
dBASE,Technologies,Data base user interface and query software,1,172.42269961505,93.49868654578636,1,0.0012168855032429998,Software/Product Development skills
dbSNP,Technologies,Analytical or scientific software,2,NA,NA,1,0.0024337710064859996,Workforce digital skills
Dead weight testers,Tools and Equipment,Miscellaneous or unclassified,1,424.391427037777,424.391427037777,0,0.0012168855032429998,NA
Debuggers,Technologies,Program testing software,2,5.6,18.364157745861135,1,0.0024337710064859996,Software/Product Development skills
Debugging software,Technologies,Program testing software,1,5.38461538461538,7.946765174442338,1,0.0012168855032429998,Software/Product Development skills
Decision-Making,Social-Emotional Skills,Personal qualities,25144,208.3913423784087,221.31415978651916,0,30.59736909354199,NA
Decision support software,Technologies,Expert system software,7,194.617526433227,139.84032098959415,1,0.008518198522700998,Workforce digital skills
Deep learning,Technologies,Artificial Intelligence,60,182.45260671370227,82.40979085978539,1,0.07301313019457999,Software/Product Development skills
Defibrillators,Tools and Equipment,Miscellaneous or unclassified,16,146.8896126728322,171.87422964259505,0,0.019470168051887997,NA
Delivery vans,Tools and Equipment,Miscellaneous or unclassified,1,NA,357.42798933237793,0,0.0012168855032429998,NA
Deltek,Technologies,Enterprise resource planning ERP software,4,209.332389292591,138.82956475071128,1,0.004867542012971999,Workforce digital skills
Dental billing software,Technologies,Accounting software,1,172.42269961505,171.0826448830349,1,0.0012168855032429998,Workforce digital skills
Dental chairs,Tools and Equipment,Miscellaneous or unclassified,3,220.353350438345,278.83328470246306,0,0.003650656509729,NA
Dental lasers,Tools and Equipment,Miscellaneous or unclassified,5,258.411496389103,254.72697869052323,0,0.0060844275162149995,NA
Dental office management software,Technologies,Medical software,3,319.758231897851,267.1289557514861,1,0.003650656509729,Workforce digital skills
Dental software,Technologies,Medical software,14,229.09036578889894,206.13903095796707,1,0.017036397045401996,Workforce digital skills
DentiMax,Technologies,Medical software,2,319.758231897851,319.758231897851,1,0.0024337710064859996,NA
Deoxyribonucleic acid DNA sequence analysis software,Technologies,Analytical or scientific software,1,81.6683333365323,100.72942231109832,1,0.0012168855032429998,6
Deployment software,Technologies,Configuration management software,4,78.82276416352846,60.369707561225454,1,0.004867542012971999,Software/Product Development skills
Design templates,Tools and Equipment,Office and business operations,4,36.098271155596,70.99133954271463,1,0.004867542012971999,Software/Product Development skills
Desire2Learn,Technologies,Computer based training software,27,146.508311230088,137.17777044571628,1,0.032855908587560996,Workforce digital skills
Desktop computers,Tools and Equipment,Information Technology and telecommunications,22,17.2007975841341,137.29476733400796,1,0.026771481071346,Cybersecurity and System Infrastructure skills
desktop publishing,Technologies,Desktop publishing software,154,181.76690202881565,138.0307396970685,1,0.187400367499422,Design and Marketing skills
Desktop publishing software,Technologies,Desktop publishing software,21,103.90410337569203,109.24614986169729,1,0.025554595568102995,Design and Marketing skills
Dexterity,Occupational Skills,Physical requirements,1306,286.5851136268469,309.8728139558108,0,1.5892524672353576,NA
DHTML (Dynamic hypertext markup language),Technologies,Web platform development software,2,56.8140821635612,9.224712952300234,1,0.0024337710064859996,Software/Product Development skills
Diagramming software,Technologies,Pattern design software,5,NA,79.32371071580052,1,0.0060844275162149995,Design and Marketing skills
Dialysis machines,Tools and Equipment,Miscellaneous or unclassified,9,328.030629853322,285.1845320004024,0,0.010951969529186999,NA
Diameter,Technologies,Authentication server software,4,215.535060360647,298.2406568074205,1,0.004867542012971999,Industrial Modelling and Geospatial Software skills
Diaphragms,Tools and Equipment,Miscellaneous or unclassified,2,166.840884675158,302.7594072091516,0,0.0024337710064859996,NA
Dictating equipment,Tools and Equipment,Miscellaneous or unclassified,3,194.02916009235798,178.2992273919935,0,0.003650656509729,NA
Dictation machines,Tools and Equipment,Miscellaneous or unclassified,2,88.3676199668737,131.4555413337318,0,0.0024337710064859996,NA
Diesel engines,Tools and Equipment,Mechanical and plumbing,7,175.03098020636943,201.00358784594073,0,0.008518198522700998,NA
Digital cameras,Tools and Equipment,Electrical and electronics,5,237.67954924086598,146.451822870837,1,0.0060844275162149995,Design and Marketing skills
Digital levels,Tools and Equipment,Miscellaneous or unclassified,3,64.1337071997416,118.37633712171707,1,0.003650656509729,Design and Marketing skills
Digital Marketing,Occupational Skills,"Sales, marketing and communications",206,107.71586555331884,107.56248888178418,1,0.250678413668058,Design and Marketing skills
Digital paper,Tools and Equipment,Miscellaneous or unclassified,3,71.39047789348645,139.80798090288553,1,0.003650656509729,Workforce digital skills
Digital still cameras,Tools and Equipment,Miscellaneous or unclassified,1,NA,198.80260363129256,1,0.0012168855032429998,Cybersecurity and System Infrastructure skills
Digital transformation / Digitization,Occupational Skills,Business planning and operations,35,90.12344717386149,97.06990606736179,1,0.042590992613505,NA
Digital video recorders,Tools and Equipment,Miscellaneous or unclassified,1,94.0732336034332,49.795529255346914,1,0.0012168855032429998,Cybersecurity and System Infrastructure skills
Digitizers,Tools and Equipment,Miscellaneous or unclassified,1,NA,98.67849839635672,0,0.0012168855032429998,NA
Digitizing software,Technologies,Optical character reader OCR or scanning software,1,NA,225.84347843690472,1,0.0012168855032429998,Workforce digital skills
Dimensional Data Modeling,Technologies,Metadata management software,3,50.8533519609048,16.552794109726428,1,0.003650656509729,Software/Product Development skills
Dimmers,Tools and Equipment,Miscellaneous or unclassified,1,433.903387857088,375.0405213837216,0,0.0012168855032429998,NA
Direct Air Capture,Occupational Skills,Environmental and social sustainability,5,166.8232436125275,108.55520708638446,0,0.0060844275162149995,NA
Direct motion computer numerically controlled CNC software,Technologies,Computer aided manufacturing CAM software,1,202.23525947081,220.23017759581205,1,0.0012168855032429998,Industrial Modelling and Geospatial Software skills
Dishwashing machines,Tools and Equipment,Miscellaneous or unclassified,6,359.994737956671,341.7674878990091,0,0.007301313019458,NA
Disk sanders,Tools and Equipment,Miscellaneous or unclassified,1,25.6421651828983,25.6421651828983,1,0.0012168855032429998,NA
Dispensing of medications,Occupational Skills,Health services,377,196.90903326772303,278.85092282333,0,0.45876583472261095,NA
Display advertising,Occupational Skills,"Sales, marketing and communications",9,161.76768943640295,144.52611005915472,0,0.010951969529186999,NA
Disposal units,Tools and Equipment,Kitchen equipment,10,359.994737956671,360.677596642779,0,0.012168855032429999,NA
Distributed control system DCS,Technologies,Industrial control software,1,NA,154.5297379108721,1,0.0012168855032429998,Industrial Modelling and Geospatial Software skills
Django,Technologies,Web platform development software,9,6.9708605859597395,18.800100453222022,1,0.010951969529186999,Software/Product Development skills
Docker,Technologies,Application server software,23,28.113438026785385,24.143263512543815,1,0.027988366574589,Software/Product Development skills
Document cameras,Tools and Equipment,Miscellaneous or unclassified,12,194.39355507392176,164.77510043563265,0,0.014602626038916,NA
Document imaging software,Technologies,Document management software,3,NA,250.7309191660292,1,0.003650656509729,Workforce digital skills
Document management system software,Technologies,Document management software,1,41.9485357186619,143.29437700248252,1,0.0012168855032429998,Workforce digital skills
Documentation Skills,Occupational Skills,Administrative,237,180.8331087607443,158.58751646160422,0,0.28840186426859094,NA
Dolls,Tools and Equipment,Miscellaneous or unclassified,2,313.376971080192,273.04525690727735,0,0.0024337710064859996,NA
Domestic washers,Tools and Equipment,Miscellaneous or unclassified,15,437.301944753809,433.32480469048113,0,0.018253282548644997,NA
Dose calibrators,Tools and Equipment,Miscellaneous or unclassified,1,NA,95.4203880658828,0,0.0012168855032429998,NA
Dosimeters,Tools and Equipment,Miscellaneous or unclassified,3,110.1755000465321,190.3713342263254,0,0.003650656509729,NA
DOT NET,Technologies,Object or component oriented development software,3,134.362474261019,29.74303854179147,1,0.003650656509729,Software/Product Development skills
Doxygen,Technologies,Development environment software,2,25.6421651828983,30.834426907280076,1,0.0024337710064859996,Software/Product Development skills
Drafting software,Technologies,Map creation software,7,99.49235526274217,105.8750942701893,1,0.008518198522700998,Industrial Modelling and Geospatial Software skills
Drainage tubes,Tools and Equipment,Building and facilities,6,194.617526433227,314.07895219702675,0,0.007301313019458,NA
Drawing software,Technologies,Graphics or photo imaging software,1,49.6551724137931,86.2584496147041,1,0.0012168855032429998,Industrial Modelling and Geospatial Software skills
Dress forms,Tools and Equipment,Miscellaneous or unclassified,2,261.3240781432745,244.5955914888474,0,0.0024337710064859996,NA
Drill presses,Tools and Equipment,Mechanical and plumbing,2,204.239136670349,254.63145443628326,0,0.0024337710064859996,NA
Drink dispensers,Tools and Equipment,Miscellaneous or unclassified,1,NA,371.76764116821096,0,0.0012168855032429998,NA
Drogues,Tools and Equipment,Transportation and warehousing,63,136.1985536447927,229.34206673367567,0,0.076663786704309,NA
Drop hammers,Tools and Equipment,Miscellaneous or unclassified,1,NA,NA,0,0.0012168855032429998,NA
Dropbox,Technologies,Document management software,9,96.85999233559933,145.82852376675646,1,0.010951969529186999,Workforce digital skills
Drupal,Technologies,Web platform development software,89,119.57460994859919,96.0163306907213,1,0.10830280978862698,Design and Marketing skills
Drying cabinets,Tools and Equipment,Miscellaneous or unclassified,7,220.353350438345,220.353350438345,0,0.008518198522700998,NA
Drying racks,Tools and Equipment,Miscellaneous or unclassified,2,NA,303.41000010031416,0,0.0024337710064859996,NA
Drywall installation,Occupational Skills,Facilities maintenance and design,2,412.4469645408805,443.59560007723496,0,0.0024337710064859996,NA
dSPACE,Technologies,Document management software,4,36.0320022111337,44.932859636683354,1,0.004867542012971999,Software/Product Development skills
Dust collectors,Tools and Equipment,Miscellaneous or unclassified,2,206.243013869888,258.00483179250944,0,0.0024337710064859996,NA
Dust mops,Tools and Equipment,Building and facilities,25,415.04550089739155,357.5982457547585,0,0.030422137581074996,NA
Dusters,Tools and Equipment,Cleaning,32,207.583492410402,368.08990355776285,0,0.038940336103775994,NA
Dynamic host configuration protocol DHCP,Technologies,Administration software,1,NA,64.8949720810287,1,0.0012168855032429998,Cybersecurity and System Infrastructure skills
e-Discovery,Occupational Skills,Legal,2,115.011810390569,141.30638682238816,0,0.0024337710064859996,NA
Echocardiography equipment,Tools and Equipment,Miscellaneous or unclassified,2,215.535060360647,215.535060360647,0,0.0024337710064859996,NA
Eclipse IDE,Technologies,Development environment software,1,NA,26.24470342706999,1,0.0012168855032429998,Software/Product Development skills
Ecological risk assessments,Occupational Skills,Environmental and social sustainability,1,NA,135.76114623337781,0,0.0012168855032429998,NA
Ecology,Occupational Skills,Natural sciences,150,128.9348333453654,141.1839720758653,0,0.18253282548644997,NA
Edgers,Tools and Equipment,Building and facilities,3,353.758821524338,388.2845931673947,0,0.003650656509729,NA
Editing software,Technologies,Word processing software,63,113.5328456737828,67.85100125662673,1,0.076663786704309,Design and Marketing skills
Educational software,Technologies,Computer based training software,28,104.42079326087712,143.11774900938588,1,0.03407279409080399,Cybersecurity and System Infrastructure skills
Elasticsearch,Technologies,Data base management system software,3,156.85677040104264,25.659293417173597,1,0.003650656509729,Software/Product Development skills
Electric buffers,Tools and Equipment,Miscellaneous or unclassified,20,314.48085546867077,318.4044891162303,0,0.024337710064859998,NA
Electric pallet jacks,Tools and Equipment,Lifting equipment,8,365.0239496956551,291.64214801445837,0,0.009735084025943998,NA
Electrical repairs,Occupational Skills,Electrical,81,198.58896823936985,197.46062042687436,0,0.098567725762683,NA
Electrical vehicles,Tools and Equipment,Miscellaneous or unclassified,5,NA,178.36165100397588,0,0.0060844275162149995,NA
Electrocardiogram,Tools and Equipment,Medical and dental,1022,165.00923711000075,164.42965776799343,0,1.243656984314346,NA
Electron microscopes,Tools and Equipment,Miscellaneous or unclassified,1,NA,71.69848842321306,1,0.0012168855032429998,NA
Electronic access control systems,Tools and Equipment,Miscellaneous or unclassified,1,216.802140901872,132.7795467777287,0,0.0012168855032429998,NA
Electronic data capture EDC software,Technologies,Analytical or scientific software,9,25.6421651828983,56.68535687434879,1,0.010951969529186999,Software/Product Development skills
Electronic data interchange EDI software,Technologies,Electronic mail software,2,113.436814960809,107.15546921493976,1,0.0024337710064859996,Workforce digital skills
Electronic Data Interchange EDI systems,Technologies,Enterprise application integration software,1183,139.88946520530283,143.5449536690911,1,1.439575550336469,Workforce digital skills
Electronic document management system EDMS,Technologies,Document management software,1,56.8140821635612,109.50458257819,1,0.0012168855032429998,Workforce digital skills
Electronic health record EHR software,Technologies,Medical software,6,197.8551243371035,184.7194749269213,1,0.007301313019458,Cybersecurity and System Infrastructure skills
Electronic logging device (ELD),Tools and Equipment,Miscellaneous or unclassified,13,210.2638736400325,323.6946194187327,0,0.015819511542159,NA
Electronic maps,Tools and Equipment,Information Technology and telecommunications,1,134.362474261019,310.53325341818646,1,0.0012168855032429998,Software/Product Development skills
Electronic measuring devices,Tools and Equipment,Miscellaneous or unclassified,1,206.243013869888,161.28520043646432,0,0.0012168855032429998,NA
Electronic medical record EMR software,Technologies,Medical software,31,136.9445337348062,164.60754884024834,1,0.037723450600533,Industrial Modelling and Geospatial Software skills
Electronic medical record EMR systems,Technologies,Medical software,161,149.12169966235064,152.8929467899108,1,0.19591856602212296,Industrial Modelling and Geospatial Software skills
Electrophoresis equipment,Tools and Equipment,Miscellaneous or unclassified,1,NA,116.207161878975,0,0.0012168855032429998,NA
Electrosurgical units,Tools and Equipment,Miscellaneous or unclassified,4,27.6678043230944,27.6678043230944,1,0.004867542012971999,NA
Ellucian Banner ERP,Technologies,Enterprise resource planning ERP software,17,123.10099335982768,79.82240039677457,1,0.020687053555130997,Software/Product Development skills
Ellucian Colleague,Technologies,Enterprise resource planning ERP software,5,59.8293684168298,121.32125334469642,1,0.0060844275162149995,Cybersecurity and System Infrastructure skills
Email software,Technologies,Electronic mail software,39,180.4723288092885,177.05468480868166,1,0.047458534626477,Workforce digital skills
EMBOSS,Technologies,Analytical or scientific software,1,NA,243.12729091309106,1,0.0012168855032429998,Design and Marketing skills
EMC NetWorker,Technologies,Backup or archival software,2,13.125,7.964743589743587,1,0.0024337710064859996,Cybersecurity and System Infrastructure skills
Emergency carts,Tools and Equipment,Miscellaneous or unclassified,1,NA,324.569691457357,0,0.0012168855032429998,NA
Emergency diesel generators,Tools and Equipment,Miscellaneous or unclassified,2,NA,320.594993008762,0,0.0024337710064859996,NA
Emergency eye wash stations,Tools and Equipment,Miscellaneous or unclassified,1,299.309561306004,299.309561306004,0,0.0012168855032429998,NA
Emergency generators,Tools and Equipment,Building and facilities,1,283.589794649817,233.88696538307195,0,0.0012168855032429998,NA
Emergency lighting,Tools and Equipment,Building and facilities,7,328.3655488050833,257.9205948143567,0,0.008518198522700998,NA
Empath,Technologies,Human resources software,3,220.00380690226,177.8211068725445,1,0.003650656509729,Workforce digital skills
Employee scheduling software,Technologies,Calendar and scheduling software,2,209.332389292591,189.1484413681468,1,0.0024337710064859996,Workforce digital skills
Endoscopy equipment,Tools and Equipment,Miscellaneous or unclassified,7,306.4951739703266,260.9065726134845,0,0.008518198522700998,NA
Energy conservation,Occupational Skills,Environmental and social sustainability,53,231.02071642767407,202.23858461255313,0,0.06449493167187899,NA
Energy efficiency,Occupational Skills,Environmental and social sustainability,31,135.75609871783266,176.07917404704216,0,0.037723450600533,NA
Energy Star,Occupational Skills,Environmental and social sustainability,2,NA,194.02366319086158,0,0.0024337710064859996,NA
English language,Social-Emotional Skills,Languages,10400,217.2676143577871,256.10674097796976,0,12.6556092337272,NA
ENSEMBL,Technologies,Analytical or scientific software,1,88.5817039218096,90.6234899462265,1,0.0012168855032429998,Software/Product Development skills
Enterprise content management,Technologies,Web page creation and editing software,3,32.0006309894704,72.9393765284534,1,0.003650656509729,Software/Product Development skills
Enterprise content management ECM software,Technologies,Document management software,7,167.4685149280762,174.9241470203402,1,0.008518198522700998,Software/Product Development skills
Enterprise resource planning ERP software,Technologies,Enterprise resource planning ERP software,281,133.48145948108362,143.17063895006694,1,0.34194482641128293,Workforce digital skills
Enterprise resource planning ERP system,Technologies,Enterprise resource planning ERP software,170,137.39737638537292,146.66451864773853,1,0.20687053555131,Workforce digital skills
Environmental site assessments,Occupational Skills,Environmental and social sustainability,8,264.596937980847,145.50395238850066,0,0.009735084025943998,NA
EP guidelines,Occupational Skills,Health services,1,NA,88.89685412559061,0,0.0012168855032429998,NA
Epic Systems,Technologies,Medical software,3,22.6149940523577,116.57562557004373,1,0.003650656509729,Cybersecurity and System Infrastructure skills
Ergometers,Tools and Equipment,Miscellaneous or unclassified,1,272.864218372431,272.864218372431,0,0.0012168855032429998,NA
ERP software,Technologies,Enterprise resource planning ERP software,11,86.85615286223957,136.81661221045485,1,0.013385740535673,Workforce digital skills
"ESG (Envirnomental, Social and Governance)",Occupational Skills,Environmental and social sustainability,1,25.6421651828983,126.74796674734827,0,0.0012168855032429998,NA
ESRI ArcGIS,Technologies,Map creation software,6,51.5287263095897,51.02746280470185,1,0.007301313019458,Industrial Modelling and Geospatial Software skills
ESRI ArcGIS software,Technologies,Map creation software,32,73.15105766952823,82.02837659533992,1,0.038940336103775994,Industrial Modelling and Geospatial Software skills
ESRI ArcView,Technologies,Map creation software,1,NA,NA,1,0.0012168855032429998,Industrial Modelling and Geospatial Software skills
ESRI software,Technologies,Map creation software,1,21.6306424047451,66.35523144057844,1,0.0012168855032429998,Industrial Modelling and Geospatial Software skills
Estimating,Occupational Skills,Business planning and operations,28,212.05992795522877,303.0320844413502,0,0.03407279409080399,NA
ETL,Technologies,Data base reporting software,30,14.063512324583371,14.322608183410763,1,0.03650656509728999,Software/Product Development skills
eTrac,Technologies,Data base user interface and query software,2,172.42269961505,135.3027268687098,1,0.0024337710064859996,Workforce digital skills
Event Planning,Occupational Skills,Business planning and operations,792,156.15378680549878,163.07212482656138,0,0.9637733185684558,NA
EViews,Technologies,Analytical or scientific software,2,130.56242878280156,67.65914583093617,1,0.0024337710064859996,Industrial Modelling and Geospatial Software skills
Excavator,Technologies,Analytical or scientific software,3,432.281063905748,380.07758676378745,1,0.003650656509729,Industrial Modelling and Geospatial Software skills
Excavators,Tools and Equipment,Building and facilities,8,336.24562293589617,330.7282573825108,0,0.009735084025943998,NA
eXe,Technologies,Web page creation and editing software,1,136.925141461066,162.6117408295974,1,0.0012168855032429998,Workforce digital skills
Exhaust fans,Tools and Equipment,Building and facilities,9,288.3694971592492,291.0112713749945,0,0.010951969529186999,NA
External relations / Stakeholder relations,Occupational Skills,"Sales, marketing and communications",558,119.11655801165594,116.44838833955896,0,0.679022110809594,NA
Extruders,Tools and Equipment,Industrial manufacturing,1,88.5817039218096,263.7134957417202,0,0.0012168855032429998,NA
Face masks,Tools and Equipment,"Health, safety and environmental",6,314.9863781743675,264.70366727608024,0,0.007301313019458,NA
Face shields,Tools and Equipment,"Health, safety and environmental",5,372.609999434158,286.405066245833,0,0.0060844275162149995,NA
Facilities management software,Technologies,Facilities management software,7,325.483964009957,208.65847159730288,1,0.008518198522700998,Workforce digital skills
Facilities planning software,Technologies,Computer aided design CAD software,2,NA,NA,1,0.0024337710064859996,Industrial Modelling and Geospatial Software skills
Facility Management,Occupational Skills,Facilities maintenance and design,249,187.78924660249206,241.0181250390349,0,0.303004490307507,NA
Facility maps,Tools and Equipment,Building and facilities,8,156.79200807027271,126.2153454417447,0,0.009735084025943998,NA
Facility operations,Occupational Skills,Facilities maintenance and design,88,218.2025078137714,199.16718023630057,0,0.107085924285384,NA
Factiva,Technologies,Information retrieval or search software,2,245.327923007661,146.98737023994258,1,0.0024337710064859996,Workforce digital skills
Failure Mode Effects Analysis (FMEA),Occupational Skills,Business analysis,2,32.0006309894704,50.6483083128028,1,0.0024337710064859996,NA
Fanuc CNC software,Technologies,Industrial control software,1,202.23525947081,226.5292818399111,1,0.0012168855032429998,Industrial Modelling and Geospatial Software skills
Farm tractors,Tools and Equipment,Forestry and agriculture,3,275.205208549449,259.5268635920385,0,0.003650656509729,NA
Fast-paced Setting,Social-Emotional Skills,Personal qualities,6743,201.09989202692256,255.2056508636458,0,8.205458948367548,NA
Fetal monitors,Tools and Equipment,Miscellaneous or unclassified,1,NA,194.617526433227,0,0.0012168855032429998,NA
Fiberoptic bronchoscopes,Tools and Equipment,Miscellaneous or unclassified,2,220.18237122711798,220.2621615256906,0,0.0024337710064859996,NA
Field strength meters,Tools and Equipment,Miscellaneous or unclassified,5,194.617526433227,178.48263749224122,0,0.0060844275162149995,NA
File compression software,Technologies,Data compression software,2,140.240472718617,40.143537255250834,1,0.0024337710064859996,Cybersecurity and System Infrastructure skills
File management software,Technologies,Document management software,3,172.42269961505,37.484726139277846,1,0.003650656509729,Design and Marketing skills
File management systems,Technologies,Document management software,15,157.4260099499616,169.93734967492355,1,0.018253282548644997,Workforce digital skills
File servers,Technologies,Operating system software,6,41.490306990036544,58.97533534468495,1,0.007301313019458,Cybersecurity and System Infrastructure skills
File transfer protocol FTP software,Technologies,Filesystem software,3,140.240472718617,71.60026897074951,1,0.003650656509729,Design and Marketing skills
FileMaker Pro,Technologies,Data base user interface and query software,11,149.58510763932367,175.21001708629552,1,0.013385740535673,Workforce digital skills
Filing systems,Tools and Equipment,Office and business operations,1052,199.1403670644659,172.78665216255047,0,1.280163549411636,NA
Film projectors,Tools and Equipment,Miscellaneous or unclassified,2,NA,151.907782287804,0,0.0024337710064859996,NA
Financial accounting software,Technologies,Accounting software,3,144.42239314575,138.08969162993284,1,0.003650656509729,Workforce digital skills
Financial Analysis,Occupational Skills,Corporate finance and accounting,402,124.03961351144838,124.60537685727485,0,0.48918797230368594,NA
Financial Competence,Technologies,Financial analysis software,5,170.259458223797,137.33145291247456,1,0.0060844275162149995,Workforce digital skills
Financial Reporting,Occupational Skills,Corporate finance and accounting,1114,153.4368057619155,150.12591562450982,0,1.3556104506127018,NA
Financial reporting software,Technologies,Accounting software,1,134.362474261019,116.76319353460373,1,0.0012168855032429998,Workforce digital skills
Financial Risk,Occupational Skills,Corporate finance and accounting,17,115.91123302084955,113.038695271497,0,0.020687053555130997,NA
Finite element analysis FEA software,Technologies,Analytical or scientific software,1,88.5817039218096,63.466190009404166,1,0.0012168855032429998,Industrial Modelling and Geospatial Software skills
Fire alarm systems,Tools and Equipment,"Health, safety and environmental",30,158.86117098331013,165.6215830162866,0,0.03650656509728999,NA
Fire extinguishers,Tools and Equipment,"Health, safety and environmental",37,263.36592958720627,259.5692355773932,0,0.04502476361999099,NA
Fire hoses,Tools and Equipment,Miscellaneous or unclassified,1,433.903387857088,310.7066591311932,0,0.0012168855032429998,NA
Fire suppression sprinkler systems,Tools and Equipment,"Health, safety and environmental",14,254.04926073887273,280.17858909285053,0,0.017036397045401996,NA
Fire suppression systems,Tools and Equipment,"Health, safety and environmental",1,NA,269.38654038985374,0,0.0012168855032429998,NA
First Aid,Occupational Skills,Health and safety,4898,297.89491818075675,302.14601176874004,0,5.960305194884214,NA
First aid equipment,Tools and Equipment,"Health, safety and environmental",1,172.42269961505,226.68806371598433,0,0.0012168855032429998,NA
First aid kits,Tools and Equipment,"Health, safety and environmental",11,252.3363030364999,234.23366686743717,0,0.013385740535673,NA
Fitness machines,Tools and Equipment,Miscellaneous or unclassified,1,272.864218372431,294.60507590160046,0,0.0012168855032429998,NA
Flares,Tools and Equipment,Miscellaneous or unclassified,1,195.030305402585,223.76094269242438,0,0.0012168855032429998,NA
Flat files,Tools and Equipment,Information Technology and telecommunications,1,5.6,27.390631491569142,1,0.0012168855032429998,Software/Product Development skills
Flat irons,Tools and Equipment,Miscellaneous or unclassified,2,359.994737956671,274.6911241080342,0,0.0024337710064859996,NA
Fleet management software,Technologies,Materials requirements planning logistics and supply chain software,2,189.954291664859,144.81597603903538,1,0.0024337710064859996,Workforce digital skills
Fleet management systems,Technologies,Materials requirements planning logistics and supply chain software,2,15.7202010050251,133.65812520326517,1,0.0024337710064859996,Workforce digital skills
Flexibility,Social-Emotional Skills,Personal qualities,13928,214.20334899714973,245.2803289139534,0,16.9487812891685,NA
Flexible endoscopes,Tools and Equipment,Miscellaneous or unclassified,6,328.030629853322,244.9357870613027,0,0.007301313019458,NA
Floor polishers,Tools and Equipment,Building and facilities,15,423.5925956740243,418.2862854355241,0,0.018253282548644997,NA
Flow cytometers,Tools and Equipment,Miscellaneous or unclassified,4,142.374838562638,142.374838562638,0,0.004867542012971999,NA
Flow sensors,Tools and Equipment,Miscellaneous or unclassified,1,166.840884675158,195.32334420145636,0,0.0012168855032429998,NA
FlowJo,Technologies,Analytical or scientific software,4,116.207161878975,103.1861655149454,1,0.004867542012971999,Workforce digital skills
Flowmeters,Tools and Equipment,Miscellaneous or unclassified,1,302.936398866682,202.86162542684204,0,0.0012168855032429998,NA
Fluid pumps,Tools and Equipment,Mechanical and plumbing,18,207.20189096476312,142.93681360278464,0,0.021903939058373997,NA
Fluorescence microscopes,Tools and Equipment,Miscellaneous or unclassified,1,88.5817039218096,57.11193455235395,1,0.0012168855032429998,NA
Fluorescent lights,Tools and Equipment,Miscellaneous or unclassified,2,82.4600679320505,315.9118651800419,0,0.0024337710064859996,NA
Flux-cored arc welding,Occupational Skills,Manufacturing,1,115.011810390569,398.11218271569714,0,0.0012168855032429998,NA
FOLLOW code,Technologies,Development environment software,3,266.83010805553033,230.67692120581998,1,0.003650656509729,Workforce digital skills
Food menus planning,Occupational Skills,Hospitality and food services,166,353.2436672100552,390.1763526498081,0,0.20200299353833798,NA
Food mixers,Tools and Equipment,Miscellaneous or unclassified,1,299.309561306004,323.53072269995005,0,0.0012168855032429998,NA
Food processors,Tools and Equipment,Kitchen equipment,1,NA,312.1076888227598,0,0.0012168855032429998,NA
Food quality control,Occupational Skills,Quality management,42,389.29775513523384,325.3583631174791,0,0.05110919113620599,NA
